"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"37685","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142570","","","health-related quality of life (HRQoL)","A multi-domain concept that represents the patient's general perception of the effect of illness and treatment on physical, psychological, and social aspects of life. NOTE: Claiming a statistical and meaningful improvement in HRQoL implies: (1) that all HRQoL domains that are important to interpreting change in how the clinical trial's population feels or functions as a result of the targeted disease and its treatment were measured; (2) that a general improvement was demonstrated; and (3) that no decrement was demonstrated in any domain. [FDA Clinical Outcome Assessment (COA) Glossary] Compare to quality of life (QoL).","C142570","","Health-related Quality of Life"
"37686","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16666","","","healthcare provider","A person licensed, certified, or otherwise authorized or permitted by law to administer healthcare in the ordinary course of business or practice of a profession, including a healthcare facility. [HL7]","C16666","","Health Care Provider"
"37687","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C49651","","","healthy volunteer","A healthy person volunteering to participate as a subject in a clinical study.  NOTE: This is often a healthy person agreeing to participate in a Phase 1 trial. See also Phase 1.","C49651","","Healthy Subject"
"37688","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156650","","","HIE (Health Information Exchange)","The mobilization of healthcare information electronically across organizations within a region or community. HIE provides the capability to electronically move clinical information between disparate healthcare information systems, while maintaining the meaning of the information being exchanged. The goal of HIE is to facilitate access to, and retrieval of, clinical data to provide safer, more timely, efficient, effective, equitable, and patient-centered care. [HITSP]","C156650","","Health Information Exchange"
"37689","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C70665","","","human subject","Individual who is or becomes a participant in research, either as a recipient of the test article or as a control. A subject may be either a healthy human or a patient. [21 CFR 50.3].  See also clinical research subject.","C70665","subject/trial subject","Human Study Subject"
"37690","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142572","","","Huriet Law","France's regulations covering the initiation and conduct of clinical trials.","C142572","","Huriet Law"
"37691","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142380","","","HyperText Markup Language (HTML)","A specification of the W3C that provides markup of documents for display in a web browser. [HL7] Contrast to XML.","C142380","","Hypertext Markup Language"
"37692","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142573","","","hypertext","Links in a document that permit browsers to jump immediately to another document. NOTE: In most browsers links are displayed as colored, underlined text.","C142573","","Hypertext"
"37693","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142574","","","hypothesis to test","In a trial, a statement relating to the possible different effect of the interventions on an outcome. The null hypothesis of no such effect is amenable to explicit statistical evaluation by a hypothesis test, which generates a P value. [CONSORT Statement]","C142574","","Hypothesis To Test"
"37694","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C171511","","","immediately life-threatening disease or condition","A stage of disease in which there is reasonable likelihood that death will occur within a matter of months, or in which premature death is likely without early treatment. [21 CFR 312.300]","C171511","","Immediately Life-Threatening Disorder"
"37695","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142577","","","impartial witness","A person who is independent of the trial, who cannot be unfairly influenced by people involved with the trial, who attends the informed consent process if the subject or the subject's legally acceptable representative cannot read, and who reads the informed consent form and any other written information supplied to the subject. [ICH]","C142577","","Impartial Witness"
"37696","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53348","","","incidence rate","A proportion calculated as the number of individuals who develop the disease during a period of time divided by the number of persons at risk. [After AMA Style Guide, 10th Edition; After Principles of Epidemiology in Public Health Practice, Third Edition. An Introduction to Applied Epidemiology and Biostatistics, Lesson 3: Measures of Risk, CDC 2012] See also morbidity rate, morbidity, mortality, incidence, prevalence.","C53348","","Incidence Rate"
"37697","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16726","","","incidence","The occurrence of new cases of disease, injury, or disability in a defined population over a specified period of time. NOTE: Incidence is most often expressed relative to the total population at risk (i.e., per unit of population). [After Basic Epidemiology, R. Bonita and others, WHO 2006; After Principles of Epidemiology in Public Health Practice, Third Edition. An Introduction to Applied Epidemiology and Biostatistics, Lesson 3: Measures of Risk, CDC 2012] Compare to prevalence. See also morbidity rate, morbidity, mortality, incidence rate.","C16726","","Incidence"
"37698","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25532","","","inclusion criteria","The criteria in a protocol that prospective subjects must meet to be eligible for participation in a study. NOTE: Exclusion and inclusion criteria define the study population. See also exclusion criteria.","C25532","","Inclusion Criteria"
"37699","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142578","","","independent data monitoring committee (IDMC)","A committee established by the sponsor to assess at intervals the progress of a clinical trial, safety data, and critical efficacy variables and recommend to the sponsor whether to continue, modify, or terminate the trial. [ICH E9] See also data monitoring committee.","C142578","","Independent Data Monitoring Committee"
"37700","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142579","","","independent ethics committee (IEC)","An independent body (a review board or a committee, institutional, regional, national, or supranational) constituted of medical/scientific professionals and non-scientific members, whose responsibility it is to ensure the protection of the rights, safety, and well-being of human subjects involved in a trial and to provide public assurance of that protection by, among other things, reviewing and approving/providing favorable opinion on the trial protocol, the suitability of the investigator(s), facilities, and the methods and material to be used in obtaining and documenting informed consent of the trial subjects. NOTE: The legal status, composition, function, operations, and regulatory requirements pertaining to independent ethics committees may differ among countries but should allow the independent ethics committee to act in agreement with GCP as described in the ICH guideline. [ICH] See also institutional review board, ethics committee.","C142579","","Independent Ethics Committee"
"37701","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C41184","","","indication","A health problem or disease that is identified as likely to be benefited by a therapy being studied in clinical trials. NOTE: Where such a benefit has been established and approved by regulatory authorities, the therapy is said to be approved for such an indication.","C41184","","Indication"
"37702","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142581","","","indirect identifier","Data which in connection with other information can be used to identify an individual with high probability, e.g., age at baseline, race, gender, events, specific findings, etc. NOTE: two levels of indirect identifier are distinguished. Level 1 - not likely to change over time, is visible, and is available in other sources. Typically it is demographic data such as sex, age at a particular date, country, body mass index (BMI). Level 2 - longitudinal information that is likely to change such as measurements, events, age. See also quasi identifier. [PhUSE De-identification Standard for SDTM 3.2, version 1.0.1.]","C142581","quasi identifer","Indirect Identifier"
"37703","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16735","","","informed consent","An ongoing process that provides the subject with explanations that will help in making educated decisions about whether to begin or continue participating in a trial. informed consent is an ongoing, interactive process rather than a one-time information session. NOTE: Under 21 CFR 50.20, no informed consent form may include any ""language through which the subject or the representative is made to waive or appear to waive any of the subject's legal rights, or releases or appears to release the investigator, the sponsor, the institution, or its agents from liability for negligence."" In some cases, when the prospective subject is unable to provide legal consent, permission to participate may be obtained from a legally-authorized representative. See also consent form.","C16735","","Informed Consent"
"37704","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C51981","","","ingredient","Active and/or inactive material used in pharmaceutical product. [After ISO 11615:2017, 3.1.28]","C51981","","Ingredient"
"37705","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142448","","","inspection","The act by a regulatory authority(ies) of conducting an official review of documents, facilities, records, and any other resources that are deemed by the authority(ies) to be related to the clinical trial and that may be located at the site of the trial, at the sponsor's and/or contract research organization's (CRO's) facilities, or at other establishments deemed appropriate by the regulatory authority(ies). [ICH] See also audit.","C142448","","Clinical Trial Inspection"
"37706","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C21541","","","institution (medical)","Any public or private entity or agency or medical or dental facility where clinical trials are conducted. [ICH]","C21541","","Healthcare Facility"
"37707","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16741","","","institutional review board (IRB)","An independent body constituted of medical, scientific, and non-scientific members, whose responsibility it is to ensure the protection of the rights, safety, and well-being of human subjects involved in a trial by, among other things, reviewing, approving, and providing continuing review of trial protocol and of the methods and material to be used in obtaining and documenting informed consent of the trial subjects. [ICH E6 1.31]","C16741","committee for the protection of human subjects;independent ethics committee;independent review board","Institutional Review Board"
"37708","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142631","","","instrument","A means to capture data (e.g., questionnaire, diary) plus all the information and documentation that supports its use. NOTE: Generally, instruments include clearly defined methods and instructions for administration or responding, a standard format for data collection, and well-documented methods for scoring, analysis, and interpretation of results. [from PRO Draft Guidance] Compare to questionnaire, survey (see Comments on Draft PRO Guidance, April 4, 2006, by ISOQOL, p. 8).","C142631","","Patient-Reported Survey Instrument"
"37709","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54390","","","intended use","The specific clinical circumstance or purpose for which a medical product or test is being developed. NOTE: In the regulatory context, this term refers to the ""Statement of Intended Use"" prepared by the persons legally responsible for the labeling of medical products. [after NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/]","C54390","","Medical Product Intent of Use"
"37710","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54398","","","intention-to-treat","The principle that asserts that the effect of a treatment policy can be best assessed by evaluating the basis of the intention to treat a subject (i.e., the planned treatment regimen) rather than the actual treatment given. NOTE: This has the consequence that subjects allocated to a treatment group should be followed up, assessed, and analyzed as members of that group irrespective of their compliance with the planned course of treatment. The principle is intended to prevent bias caused by loss of participants that may reflect non-adherence to the protocol and disrupt baseline equivalence established by random assignment. [ICH E9; after CONSORT statement]","C54398","","Intent To Treat"
"37711","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C78688","","","inter-rater reliability","The property of scales yielding equivalent results when used by different raters on different occasions. [ICH E9]","C78688","","Inter-rater Reliability"
"37712","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142732","","","interaction (qualitative and quantitative)","The situation in which a treatment contrast (e.g., difference between investigational product and control) is dependent on another factor (e.g., center). A quantitative interaction refers to the case where the magnitude of the contrast differs at the different levels of the factor, whereas for a qualitative interaction, the direction of the contrast differs for at least one level of the factor. [ICH E9 Glossary]","C142732","","Treatment Contrast Interaction"
"37713","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142583","","","interim analysis schedule","The time/information points at which interim analyses are planned.","C142583","","Interim Analysis Schedule"
"37714","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142582","","","interim analysis(es)","Analysis comparing intervention groups at any time before the formal completion of the trial, usually before recruitment is complete. [CONSORT statement]","C142582","","Interim Analysis"
"37715","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C115555","","","interim clinical trial/study report","A report of intermediate results and their evaluation based on planned analyses performed during the course of a trial. [ICH]","C115555","","Interim Analysis Output"
"37716","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C78687","","","internal consistency","Pertaining to data that do not include contradictions.","C78687","","Internal Consistency"
"37717","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142584","","","international birth date (IBD)","The date of the first marketing authorization for a new product granted to any company in any country in the world. NOTE: Used for Periodic Safety Update Report (PSUR). [After ICH E2C(R2), Appendix A]","C142584","","International Marketing Authorization Birth Date"
"37718","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142585","","","international nonproprietary name (INN)","A unique name that is globally recognized and public property, which identifies pharmaceutical substances or active pharmaceutical ingredients. NOTE: The INN name is established by the World Health Organization (WHO). [After WHO]","C142585","","International Nonproprietary Name"
"37719","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142586","","","internet service provider (ISP)","A company that provides access to the internet for individuals and organizations.","C142586","","Internet Service Provider"
"37720","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C20342","","","internet","A global system of computer networks that provides the common TCP IP infrastructure for e-mail, the World Wide Web, and other online activities.","C20342","","Internet"
"37721","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142381","","","interoperability","Ability of two or more systems or components to exchange information and to use the information that has been exchanged. [IEEE Standard Computer Dictionary]. See also syntactic, semantic, semantic interoperability.","C142381","","Interoperability"
"37722","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25218","","","intervention","The drug, device, therapy, or process under investigation in a clinical study that is believed to have an effect on outcomes of interest in a study (e.g., health-related quality of life, efficacy, safety, pharmacoeconomics). [After https://grants.nih.gov/grants/policy/faq_clinical_trial_definition.htm#5224] See also test articles, devices, drug product, medicinal product, combination product, general observation class, finding, event, treatment, diagnosis.","C25218","","Intervention or Procedure"
"37723","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C98388","","","interventional clinical trial","A trial which intervenes with the inviolability of the trial subject for the purpose of the investigation. For example, the administration of an investigational medical product to the trial subject or use of some extra means of intervention (i.e., samples, tests, or questionnaires) that would not otherwise be used. [Clinical Trial Directive EC/20/2001 definitions]","C98388","","Interventional Study"
"37724","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142587","","","investigational product","A pharmaceutical form of an active ingredient or placebo being tested or used as a reference in a clinical trial, including a product with a marketing authorization when used or assembled (formulated or packaged) in a way different from the approved form, or when used for an unapproved indication, or when used to gain further information about an approved use. NOTE: CDISC includes test articles in its definition of investigational products. Compare to authorised investigational medicinal product from EU-CTR (EU) No 536/2014. [ICH]","C142587","","Investigational Product"
"37725","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C25936","","","investigator","An individual who actually conducts a clinical investigation (i.e., under whose immediate direction the test article is administered or dispensed to, or used involving a subject, or, in the event of an investigation conducted by a team of individuals, is the responsible leader of that team). [21 CFR 50.3] See also sponsor-investigator, site investigator, principal investigator, coordinating investigator, sub-investigator.","C25936","","Investigator"
"37726","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C79303","","","investigator's brochure","A compilation of the clinical and non-clinical data on the investigational product(s) that is relevant to the study of the investigational product(s) in human subjects.","C79303","","Investigational Brochure"
"37727","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142591","","","investigator/institution","An expression meaning ""the investigator and/or institution, where required by the applicable regulatory requirements"" with respect to the transfer or assignment of responsibilities. [After ICH E6 1.35] See also coordinating investigator, investigator, principal investigator, site investigator, sponsor-investigator, sub-investigator.","C142591","","Investigator/Institution"
"37728","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142629","","","item (PRO)","An individual question, statement, or task (and its standardized response options) that is evaluated by the patient to address a particular concept. [FDA Clinical Outcome Assessment (COA) Glossary] See also item generation, response option.","C142629","","Patient-reported Outcome Item"
"37729","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142592","","","item definition","Formal specification of the properties of an item or field of data in an eClinical trial. [CDISC ODM, CDISC CDASH]","C142592","","Item Definition"
"37730","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142630","","","item generation","Establishing the content to be covered by the items in a PRO instrument, including generating item wording, evaluating the completeness of item coverage of the concepts of interest, and performing initial assessment of clarity and readability. NOTE: PRO instrument item generation is potentially incomplete without patient involvement. [from ISOQOL comments on PRO Draft Guidance]","C142630","","Patient-Reported Outcome Item Generation"
"37731","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142593","","","item group definition","The specification in an eClinical trial of a collection of items often clinically related to each other and useful to consider as an ensemble. NOTE: Item groups are likely to have greater granularity in analysis datasets using SDTM which can, for example, distinguish between different therapy types: study therapy, prior therapy, concomitant therapy, protocol forbidden therapies, rescue therapies. [ODM]","C142593","","Item Group Definition"
"37732","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142431","","","item","A representation of a clinical variable, fact, concept, or instruction in a manner suitable for communication, interpretation, or processing by humans or by automated means. NOTE: Items are collected together to form item groups. [CDISC] Compare to data item, item (PRO).","C142431","","Clinical Item"
"37733","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142594","","","Janus conceptual model","A logical design for a data warehouse intended to integrate submission data, protocol descriptions, and analysis plans from clinical and animal studies into an FDA review environment that uses a set of validated, standards-based tools to allow reproducible cross-study, data mining, and retrospective comparative analysis. [FDA Study Data Standards]","C142594","","Janus Clinical Trials Repository Model"
"37734","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142595","","","Janus study data repository","The Janus is a data repository for subject-level clinical and nonclinical study data submitted to FDA as part of a regulatory submission. NOTE: Sometimes written as JANUS, the term is not an acronym. [FDA Study Data Standards]","C142595","","Janus Study Data Repository"
"37735","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C41203","","","label","Description of a drug product/ device that includes: the indication, who should use it, adverse events, instructions for use, and safety information. NOTE: Labels must be approved by regulatory authorities. [FDA; SPL]","C41203","package insert, patient package leaflet","Medical Product Label"
"37736","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C54694","","","labeling (content of)","All text, tables, and figures in labeling as described in regulations for a specific product (e.g., 21 CFR 201.56 and 201.57 for human prescription drugs; 201.66 for human over-the-counter drugs; 21 CFR 801 for medical devices; and 21 CFR 606.122 for blood products). See also structured product label.","C54694","","Labeling"
"37737","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142432","","","laboratory (clinical)","A laboratory providing analyses of samples collected in clinical care or research.","C142432","","Clinical Laboratory"
"37738","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142596","","","last subject in - date, time (LSI - date, time)","The date and/or date and time when a last subject to participate in a clinical trial is enrolled.","C142596","last patient in - date, time;LPI - date, time","Last Subject In Date Time"
"37739","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142597","","","last subject in - identity (LSI - identity)","The last subject enrolled in a clinical trial.","C142597","last patient in - identity;LPI - identity","Last Subject In Identity"
"37740","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142598","","","last subject last visit - date, time (LSLV - date, time)","The date and/or date and time when a last subject has reached a planned or achieved milestone representing the completion of the trial.","C142598","last subject out/complete (LSC/LPC or LSO/LPO) - date, time)","Last Subject Last Visit Date Time"
"37741","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142599","","","last subject last visit - identity (LSLV - identity)","The last subject to reach a planned or achieved milestone representing the completion of the trial.","C142599","last subject complete - identity;last subject out - identity;LPC-dentity;LPO - identity;LSC - identity;LSO - identity","Last Subject Last Visit Identity"
"37742","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142514","","","legal authentication","A completion status in which a document has been signed manually or electronically by the individual who is legally responsible for that document. [HL7]","C142514","","Document Legally Authenticated"
"37743","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142600","","","legally acceptable representative","An individual or juridical or other body authorized under applicable law to consent, on behalf of a prospective subject, to the subject's participation in the clinical trial. [ICH, E6 Glossary]","C142600","","Legally Acceptable Representative"
"37744","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C84266","","","life-threatening adverse event/ experience","Any adverse drug experience that places the patient or subject, in the view of the investigator, at immediate risk of death from the reaction as it occurred (i.e., it does not include a reaction that, had it occurred in a more severe form, might have caused death). [FDA 21 CFR 312.32; ICH-E2A]","C84266","","Life Threatening Adverse Event"
"37745","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16032","","","long term follow-up (clinical study)","Planned observations that are made over an extended period of time and are a formal phase of a clinical study. NOTE: LTFU may be a post-study commitment. [After Long Term Follow-up After Administration of Human Gene Therapy Products. FDA Guidance for Industry. JAN 2020] See also follow-up (clinical study).","C16032","LTFU","Long-term Follow-up"
"37746","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C15273","","","longitudinal study","Investigation in which data are collected from a number of subjects over a long period of time (a well-known example is the Framingham study).","C15273","","Longitudinal Study"
"37747","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142601","","","low-interventional clinical trial","A clinical trial which fulfills all of the following conditions: (a) the investigational medicinal products, excluding placebos, are authorized; (b) according to the protocol of the clinical trial, (i) the investigational medicinal products are used in accordance with the terms of the marketing authorization; or (ii) the use of the investigational medicinal products is evidence-based and supported by published scientific evidence on the safety and efficacy of those investigational medicinal products in any of the Member States concerned; and (c) the additional diagnostic or monitoring procedures do not pose more than minimal additional risk or burden to the safety of the subjects compared to normal clinical practice in any Member State concerned. [REGULATION (EU) No 536/2014 Article 2.2.(3)]","C142601","","Low-interventional Clinical Trial"
"37748","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C176231","","","machine learning","A computing system (inspired by biological neural networks) that learns (progressively improves its ability) to do tasks by considering examples without task-specific programming. NOTE: Machine learning algorithms build a mathematical model based on sample data, known as ""training data"", in order to make predictions or decisions without being explicitly programmed to do so. It is a subset of artificial intelligence. [After DeepAI Machine Learning Glossary and Terms] See also deep learning, artificial intelligence (AI).","C176231","","Machine Learning"
"37749","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156625","","","manufacturer (device)","Any person or entity who manufactures, prepares, propagates, compounds, assembles, or processes a device by chemical, physical, biological, or other procedure. The term includes any person who either (1) Repackages or otherwise changes the container, wrapper, or labeling of a device in furtherance of the distribution of the device from the original place of manufacture; (2) Initiates specifications for devices that are manufactured by a second party for subsequent distribution by the person initiating the specifications; (3) Manufactures components or accessories that are devices that are ready to be used and are intended to be commercially distributed and intended to be used as is, or are processed by a licensed practitioner or other qualified person to meet the needs of a particular patient; or (4) Is the U.S. agent of a foreign manufacturer. [after 21 CFR 803.3, FDA] See also manufacturer (drug).","C156625","","Device Manufacture"
"37750","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156626","","","manufacturer (drug)","Any person or entity involved in the processing, packing, or holding of a medicinal product, including packaging and labeling, testing, and quality control. [after 21 CFR 210.3] See also manufacturer (device).","C156626","","Drug Manufacturer"
"37751","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142485","","","mapping","In the context of representing or exchanging data, connecting an item or symbol to a code or concept. Compare to translation.","C142485","","Data Mapping"
"37752","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C88074","","","marketing authorization holder","Organization or person that is permitted to market a medicinal product in a jurisdiction. [After ISO 11615:2017, 3.1.41]","C88074","","Marketing Authorization Holder"
"37753","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142602","","","marketing authorization procedure","Formal EU procedure applied by a medicines regulatory agency to grant a marketing authorization, to amend an existing one, to extend its duration or to revoke it. [After ISO 11615:2017, 3.1.43]","C142602","","Marketing Authorization Procedure"
"37754","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156642","","","marketing authorization","Authorisation issued from a medicines regulatory agency that allows a Medicinal Product to be placed on the market. [after ISO 11615 2017-10 on Regulated Medicinal Product information]","C156642","marketing approval","Marketing Authorization"
"37755","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142603","","","marketing support trials","Clinical studies that are designed to clarify therapeutic benefits of a marketed product or to show potential decision-makers the rationale for preferring one therapy over another.","C142603","","Marketing Support Trials"
"37756","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C63615","","","markup","Computer-processable annotations within a multimedia document. NOTE: in the context of the HL7 specification, markup syntax is according to the XML specification. [HL7]","C63615","","Markup"
"37757","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C165770","","","master protocol","A trial design that tests multiple drugs and/or multiple subpopulations in parallel under a single protocol, without the need to develop new protocols for every trial. NOTE: The term ""master protocol"" is often used to describe the design of such trials, with terms such as ""umbrella"", ""basket"", or ""platform"" describing specific designs. [After FDA DRAFT Guidance: Master Protocols: Efficient Clinical Trial Design Strategies to Expedite Development of Oncology Drugs and Biologics. September 2018 and Woodcock J, LaVange LM. Master Protocols to Study Multiple Therapies, Multiple Diseases, or Both. N Engl J Med. 2017 Jul 6;377(1):62-70.] See also umbrella protocol, basket protocol, platform protocol, adaptive design.","C165770","","Master Protocol"
"37758","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142604","","","matched-pair design","A type of parallel trial design in which investigators identify pairs of subjects who are 'identical' with respect to relevant factors, then randomize them so that one receives Treatment a and the other Treatment B. See also pairing.","C142604","","Matched-Pair Design"
"37759","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53319","","","mean","The sum of the values of all observations or data points divided by the number of observations; an arithmetical average.","C53319","","Arithmetic Mean"
"37760","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C43820","","","MedDRA (Medical Dictionary for Regulatory Activities)","A global standard medical terminology designed to supersede other terminologies used in the medical product development process, including COSTART, ICD9, and others.","C43820","","MedDRA"
"37761","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C28007","","","median","The middle value in a data set; that is, just as many values are greater than the median and lower than the median value. (With an even number of values, the conventional median is halfway between the two middle values.)","C28007","","Median"
"37762","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C171514","","","medical countermeasure","Pharmaceutical products, such as vaccines, antimicrobials, and antitoxins, and nonpharmaceutical products, such as ventilators, diagnostic tests, personal protective equipment (PPE), and patient (also general) decontamination materials, that may be used to prevent, mitigate, or treat the adverse health effects from a public health emergency. [After National Health Security Strategy 2019-2022]","C171514","","Medical Countermeasure"
"37763","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C16830","","","medical device","Medical device means any instrument, apparatus, implement, machine, appliance, implant, reagent for in vitro use, software, material or other similar or related article, intended by the manufacturer to be used, alone or in combination, for human beings, for one or more specific medical purpose(s). NOTE: Specific medical purposes include diagnosis; prevention; monitoring; treatment or alleviation of disease; diagnosis; monitoring; treatment; alleviation of or compensation for an injury; investigation; replacement; modification; or support of the anatomy or of a physiological process; supporting or sustaining life, control of conception; disinfection of medical devices providing information by means of in vitro examination of specimens derived from the human body; and does not achieve its primary intended action by pharmacological, immunological or metabolic means, in or on the human body, but which may be assisted in its intended function by such means. [After REGULATION (EU) 2017/745 OF THE EUROPEAN PARLIAMENT AND OF THE COUNCIL of 5 April 2017 on medical devices]","C16830","","Medical Device"
"37764","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C51836","","","medical monitor","A sponsor representative who has medical authority for the evaluation of the safety aspects of a clinical trial.","C51836","","Medical Monitor"
"37765","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C53607","","","medical monitoring","Act of tracking the progress or severity of a disease, injury or handicap in patients in order to support a medical purpose. See also monitoring.","C53607","","Patient Monitoring"
"37766","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156627","","","medication error","Any unintentional error in the prescribing, dispensing or administration of a medicinal product while in the control of the healthcare professional, patient or consumer. [HMA, Guideline on good pharmacovigilance practices (GVP)]","C156627","","Medication Error"
"37767","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C156643","","","medicinal product classification","Categorisation or grouping of Medicinal Products based on specific properties and according to various classification systems (e.g., UNII-SRS), which may be regional or international. NOTE: The classification system is specified using an appropriate identification system; the applicable controlled term and the controlled term identifier is specified. [after ISO 11615 2017-10 on Regulated Medicinal Product information]","C156643","","Medicinal Product Classification"
"37768","http://id.d4k.dk/dataset/cdisc/ct/v48/glossary/C67497-C142606","","","medicinal product identifier","Unique identifier allocated to a medicinal product supplementary to any existing authorization number as ascribed by a medicines regulatory agency in a jurisdiction. NOTE: proposed by IDMP as a new universal identifier. [After ISO 11615:2017, 3.1.53]","C142606","","Medicinal Product Identifier"
