"id","alt_label","definition","identifier","notation","pref_label","uri"
"4548","","A lymph node located in the lower gastrointestinal tract.","C176234","LOWER GASTROINTESTINAL TRACT LYMPH NODE","Lower Gastrointestinal Tract Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C176234"
"4549","","Any lymph nodes located within close proximity to the lower third of the internal jugular vein, extending from the inferior border of the cricoid cartilage (superiorly) to the clavicle (inferiorly). The anterior (medial) boundary is the lateral border of the sternohyoid muscle and the posterior (lateral) boundary is the posterior border of the sternocleidomastoid muscle. (AJCC 8th ed.)","C132512","LOWER JUGULAR LYMPH NODE","Lower Jugular Lymph Node Group (Level IV)","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132512"
"4550","","The part of the respiratory system below the bifurcation of the trachea. It includes the lungs and the parts of the lungs such as the bronchi, bronchioles and alveoli.","C33012","LOWER RESPIRATORY SYSTEM","Lower Respiratory System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33012"
"4551","","The area of the body below the ribs and above the hipbones. (NCI)","C34004","LUMBAR REGION","Lumbar Region","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C34004"
"4552","","The vertebrae located below the thoracic and above the sacral vertebrae.","C69314","LUMBAR SPINE","Lumbar Spine","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C69314"
"4553","Lumbar Vertebra","Any of the vertebrae situated between the thoracic vertebrae and the sacrum in the lower part of the spine.","C12744","LUMBAR VERTEBRA","Lumbar Vertebra","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12744"
"4554","","One of a group of four short muscles in the hand that extend from the radial and ulnar sides of the tendons of the flexor digitorum profundus to the radial lateral band of the extensor expansion tendon; primary function is extension of the proximal and distal interphalangeal joints.","C150852","LUMBRICAL MUSCLES OF THE HAND","Lumbrical Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C150852"
"4555","Lunate Bone","The bone in the proximal row of carpal bones that lies between the scaphoid and triquetral bones. (NCI)","C12786","LUNATE BONE","Lunate Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12786"
"4556","","Any of the large divisions of the lung.","C34021","LUNG LOBE","Lung Lobe","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C34021"
"4557","","A thoracic organ that has variable lobation and is the primary respiratory organ of mammals.","C12468","LUNG","Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12468"
"4558","Hilar Area of the Lung","The wedge-shaped area at the central portion of the lung through which the bronchi, vessels and nerves enter or exit the organ. (NCI)","C49282","LUNG, HILUM","Hilar Area of the Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C49282"
"4559","Lower Lobe of the Left Lung","The larger lobe of the left lung, situated below and behind the oblique fissure. (NCI)","C33020","LUNG, LEFT LOWER LOBE","Lower Lobe of the Left Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33020"
"4560","Upper Lobe of the Left Lung","The smaller lobe of the left lung, situated above and in front the oblique fissure, which includes the apex. (NCI)","C33021","LUNG, LEFT UPPER LOBE","Upper Lobe of the Left Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33021"
"4561","Left Lung","The 2-lobed lung located on the left side of the body. (NCI)","C32967","LUNG, LEFT","Left Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32967"
"4562","","The anterior basal segment of the inferior lobe of the left lung.","C132393","LUNG, LEFT, INFERIOR LOBE, ANTERIOR BASAL SEGMENT","Left Lung, Inferior Lobe, Anterior Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132393"
"4563","","The lateral basal segment of the inferior lobe of the left lung.","C132394","LUNG, LEFT, INFERIOR LOBE, LATERAL BASAL SEGMENT","Left Lung, Inferior Lobe, Lateral Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132394"
"4564","","The medial basal segment of the inferior lobe of the left lung.","C132395","LUNG, LEFT, INFERIOR LOBE, MEDIAL BASAL SEGMENT","Left Lung, Inferior Lobe, Medial Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132395"
"4565","","The posterior basal segment of the inferior lobe of the left lung.","C132396","LUNG, LEFT, INFERIOR LOBE, POSTERIOR BASAL SEGMENT","Left Lung, Inferior Lobe, Posterior Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132396"
"4566","","The superior segment of the inferior lobe of the left lung.","C132397","LUNG, LEFT, INFERIOR LOBE, SUPERIOR SEGMENT","Left Lung, Inferior Lobe, Superior Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132397"
"4567","","The anterior segment of the superior lobe of the left lung.","C132398","LUNG, LEFT, SUPERIOR LOBE, ANTERIOR SEGMENT","Left Lung, Superior Lobe, Anterior Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132398"
"4568","","The apicoposterior segment of the superior lobe of the left lung.","C132399","LUNG, LEFT, SUPERIOR LOBE, APICOPOSTERIOR SEGMENT","Left Lung, Superior Lobe, Apicoposterior Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132399"
"4569","","The inferior lingular segment of the superior lobe of the left lung.","C132400","LUNG, LEFT, SUPERIOR LOBE, INFERIOR LINGULAR SEGMENT","Left Lung, Superior Lobe, Inferior Lingular Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132400"
"4570","","The superior lingular segment of the superior lobe of the left lung.","C132401","LUNG, LEFT, SUPERIOR LOBE, SUPERIOR LINGULAR SEGMENT","Left Lung, Superior Lobe, Superior Lingular Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132401"
"4571","Lower Lobe of the Right Lung","The lobe of the right lung situated below the oblique fissure. (NCI)","C33022","LUNG, RIGHT LOWER LOBE","Lower Lobe of the Right Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33022"
"4572","Middle Lobe of the Right Lung","The smallest lobe of the right lung, situated above the oblique fissure and below the horizontal fissure. (NCI)","C12286","LUNG, RIGHT MIDDLE LOBE","Middle Lobe of the Right Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12286"
"4573","Upper Lobe of the Right Lung","The lobe of the right lung, situated above the horizontal fissure, which includes the apex. (NCI)","C33023","LUNG, RIGHT UPPER LOBE","Upper Lobe of the Right Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33023"
"4574","Right Lung","The 3-lobed lung located on the right side of the body. (NCI)","C33483","LUNG, RIGHT","Right Lung","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33483"
"4575","","The anterior basal segment of the inferior lobe of the right lung.","C132402","LUNG, RIGHT, INFERIOR LOBE, ANTERIOR BASAL SEGMENT","Right Lung, Inferior Lobe, Anterior Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132402"
"4576","","The lateral basal segment of the inferior lobe of the right lung.","C132403","LUNG, RIGHT, INFERIOR LOBE, LATERAL BASAL SEGMENT","Right Lung, Inferior Lobe, Lateral Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132403"
"4577","","The medial basal segment of the inferior lobe of the right lung.","C132404","LUNG, RIGHT, INFERIOR LOBE, MEDIAL BASAL SEGMENT","Right Lung, Inferior Lobe, Medial Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132404"
"4578","","The posterior basal segment of the inferior lobe of the right lung.","C132405","LUNG, RIGHT, INFERIOR LOBE, POSTERIOR BASAL SEGMENT","Right Lung, Inferior Lobe, Posterior Basal Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132405"
"4579","","The superior segment of the inferior lobe of the right lung.","C132406","LUNG, RIGHT, INFERIOR LOBE, SUPERIOR SEGMENT","Right Lung, Inferior Lobe, Superior Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132406"
"4580","","The lateral segment of the middle lobe of the right lung.","C132407","LUNG, RIGHT, MIDDLE LOBE, LATERAL SEGMENT","Right Lung, Middle Lobe, Lateral Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132407"
"4581","","The medial segment of the middle lobe of the right lung.","C132408","LUNG, RIGHT, MIDDLE LOBE, MEDIAL SEGMENT","Right Lung, Middle Lobe, Medial Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132408"
"4582","","The anterior segment of the superior lobe of the right lung.","C132409","LUNG, RIGHT, SUPERIOR LOBE, ANTERIOR SEGMENT","Right Lung, Superior Lobe, Anterior Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132409"
"4583","","The apical segment of the superior lobe of the right lung.","C132410","LUNG, RIGHT, SUPERIOR LOBE, APICAL SEGMENT","Right Lung, Superior Lobe, Apical Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132410"
"4584","","The posterior segment of the superior lobe of the right lung.","C132411","LUNG, RIGHT, SUPERIOR LOBE, POSTERIOR SEGMENT","Right Lung, Superior Lobe, Posterior Segment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132411"
"4585","Lymph Node Hilum","The concave side of the lymph node. (NCI)","C33031","LYMPH NODE HILUM","Lymph Node Hilum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33031"
"4586","Lymphatic Gland","Secondary lymphoid organ associated with lymphatic vessels and consisting of an outer cortex, inner medulla and sinuses.","C12745","LYMPH NODE","Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12745"
"4587","","An oval-shaped, yellow pigmented area located on the center of the retina, which contains a high density of cones for high-acuity vision.","C26464","MACULA","Macula","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C26464"
"4588","Left Main Bronchus","One of the two main bronchi. It is narrower but longer than the right main bronchus and connects to the left lung. (NCI)","C32968","MAIN BRONCHUS, LEFT","Left Main Bronchus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32968"
"4589","Right Main Bronchus","One of the two main bronchi. It is wider but shorter than the left main bronchus and connects to the right lung. (NCI)","C33486","MAIN BRONCHUS, RIGHT","Right Main Bronchus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33486"
"4590","Male Genitalia","Male internal and external organs of reproduction.","C61599","MALE GENITALIA","Male Genitalia","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C61599"
"4591","","The sex organs of the male.","C12722","MALE REPRODUCTIVE SYSTEM","Male Reproductive System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12722"
"4592","Malleus","A hammer-shaped bone, part of three interconnected small bones located in the middle ear. It is attached to the inner surface of the tympanic membrane and its function is to transmit sound vibrations. (NCI)","C33051","MALLEUS","Malleus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33051"
"4593","","The exocrine glands of the mammae that produce milk in females, and are composed of lobules, alveolar ducts and alveoli.","C12367","MAMMARY GLAND","Mammary Gland","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12367"
"4594","Bone, Mandibular;Inferior Maxillary Bone;Lower Jaw;Mandible","The lower jaw bone holding the lower teeth. (NCI)","C12290","MANDIBLE","Mandible","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12290"
"4595","Mastoid Process","A honeycombed section of bone located near the base of the skull, protruding behind the outer ear. It is connected to the middle ear. (NCI)","C12503","MASTOID PROCESS","Mastoid Process","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12503"
"4596","","The upper jaw bone holding the upper teeth.","C26470","MAXILLA","Maxilla","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C26470"
"4597","Maxillary Sinus","A pyramidal-shaped, thin-walled, air-filled cavity located in the maxilla. It is lined by mucus membrane and periosteum (mucoperiosteum) which contains cilia. It is adjacent to the nasal cavity and communicates with the middle meatus of the nose. It is the largest paranasal sinus and is composed of three recesses: alveolar, zygomatic, and infraorbital. (NCI)","C12275","MAXILLARY SINUS","Maxillary Sinus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12275"
"4598","","A rounded, bony projection on the inner side of the distal end of the femur to which the medial collateral and the posterior cruciate ligaments are attached.","C139204","MEDIAL FEMORAL CONDYLE","Medial Femoral Condyle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C139204"
"4599","Median Cubital Vein","A vein between the biceps and pronator radii teres muscles that unites with the common ulnar vein to form the basilic vein within the forearm.","C33070","MEDIAN BASILIC VEIN","Median Basilic Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33070"
"4600","","A nerve extending from the brachial plexus traveling the length of the arm/thoracic limb, which innervates some flexor muscles of the arm/forelimb and the skin on the palmar aspect of the carpus, metacarpus and digits.","C52815","MEDIAN NERVE","Median Nerve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52815"
"4601","","A lymph node located in the median or lower region of the neck. (NCI)","C103417","MEDIAN OR LOWER CERVICAL LYMPH NODE","Median Or Lower Cervical Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C103417"
"4602","","Lymph node(s) in the mediastinal region.","C33073","MEDIASTINAL LYMPH NODE","Mediastinal Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33073"
"4603","","The central region of the thoracic cavity of mammals containing a group of organs surrounded by loose connective tissue, which separates the two pleural sacs.","C12748","MEDIASTINUM","Mediastinum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12748"
"4604","Anterior Mediastinum","The area between the lungs; it contains the thymus, some lymph nodes, and vessels and branches of the internal thoracic artery. (NCI)","C32098","MEDIASTINUM, ANTERIOR","Anterior Mediastinum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C32098"
"4605","Middle Mediastinum","The broadest part of the lower portion of the mediastinum. It contains the heart and the great vessels. (NCI)","C33123","MEDIASTINUM, MIDDLE","Middle Mediastinum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33123"
"4606","Posterior Mediastinum","The part of the lower portion of the mediastinum that is located behind the pericardium. (NCI)","C33368","MEDIASTINUM, POSTERIOR","Posterior Mediastinum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33368"
"4607","Superior Mediastinum","The part of the mediastinum that is located between the upper part of the sternum in the front and the upper thoracic vertebrae in the back. (NCI)","C33684","MEDIASTINUM, SUPERIOR","Superior Mediastinum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33684"
"4608","","The portion of the brainstem between the pons and cervical spinal cord.","C12442","MEDULLA OBLONGATA","Medulla Oblongata","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12442"
"4609","","Any one of three membranes that surround the brain and spinal cord. (NCI)","C12348","MENINGES","Meninges","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12348"
"4610","","One of the arteries of the abdomen; in general it arises from the abdominal aorta and supplies blood mainly to the intestines.","C52975","MESENTERIC ARTERY","Mesenteric Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52975"
"4611","","Lymph node(s) in or adjacent to the mesentery.","C77641","MESENTERIC LYMPH NODE","Mesenteric Lymph Node","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C77641"
"4612","","A vein of the abdomen; in general it arises from the intestines and pancreas, combines with the splenic vein, and drains into the portal vein.","C53055","MESENTERIC VEIN","Mesenteric Vein","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C53055"
"4613","","A double layer of peritoneum that attaches to the wall of the abdominal cavity and supports the small intestines.","C33103","MESENTERY","Mesentery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33103"
"4614","","The proximal end of the first metacarpal bone.","C127667","METACARPAL 1 BASE","Metacarpal 1 Base","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127667"
"4615","","The first of the five long bones located in the palm of the hand, as counted from the thenar side of the hand; it articulates proximally with the trapezium and distally with the thenar phalanx (thumb).","C52796","METACARPAL BONE 1","Metacarpal Bone Digit 1","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52796"
"4616","","The second of the five long bones located in the palm of the hand, as counted from the thenar side of the hand; it articulates proximally with the trapezoid and distally with the second phalanx (index finger).","C52795","METACARPAL BONE 2","Metacarpal Bone Digit 2","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52795"
"4617","","The third of the five long bones located in the palm of the hand, as counted from the thenar side of the hand; it articulates proximally with the capitate and the second and fourth metacarpals, and distally with the third phalanx (middle finger).","C52794","METACARPAL BONE 3","Metacarpal Bone Digit 3","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52794"
"4618","","The fourth of the five long bones located in the palm of the hand, as counted from the thenar side of the hand; it articulates proximally with the capitate, hamate, and third and fifth metacarpal bones, and distally with the fourth phalanx (ring finger).","C52793","METACARPAL BONE 4","Metacarpal Bone Digit 4","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52793"
"4619","","The fifth of the five long bones located in the palm of the hand, as counted from the thenar side of the hand; it articulates proximally with the hamate and fourth metacarpal, and distally with the fifth phalanx (small finger).","C52792","METACARPAL BONE 5","Metacarpal Bone Digit 5","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C52792"
"4620","","Any of the five bones between the wrist and the fingers that form the skeleton of the palm. (NCI)","C12751","METACARPAL BONE","Metacarpal Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12751"
"4621","MCP1","A condyloid synovial joint within the first digit of the hand articulating the metacarpal to the proximal phalanx.","C102316","METACARPOPHALANGEAL JOINT 1","Metacarpophalangeal Joint 1","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102316"
"4622","MCP2","A condyloid synovial joint within the second digit of the hand articulating the metacarpal to the proximal phalanx.","C102317","METACARPOPHALANGEAL JOINT 2","Metacarpophalangeal Joint 2","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102317"
"4623","MCP3","A condyloid synovial joint within the third digit of the hand articulating the metacarpal to the proximal phalanx.","C102318","METACARPOPHALANGEAL JOINT 3","Metacarpophalangeal Joint 3","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102318"
"4624","MCP4","A condyloid synovial joint within the fourth digit of the hand articulating the metacarpal to the proximal phalanx.","C102319","METACARPOPHALANGEAL JOINT 4","Metacarpophalangeal Joint 4","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102319"
"4625","MCP5","A condyloid synovial joint within the fifth digit of the hand articulating the metacarpal to the proximal phalanx.","C102320","METACARPOPHALANGEAL JOINT 5","Metacarpophalangeal Joint 5","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102320"
"4626","Metatarsal Bone","A bone belonging to the middle part of the foot located between toes and ankle. There are 5 metatarsal bones and they are numbered from the medial side. (NCI)","C12752","METATARSAL BONE","Metatarsal Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12752"
"4627","MTP1","A condyloid synovial joint within the first digit of the foot articulating metatarsal with the proximal phalanx.","C102321","METATARSOPHALANGEAL JOINT 1","Metatarsophalangeal Joint 1","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102321"
"4628","MTP2","A condyloid synovial joint within the second digit of the foot articulating metatarsal with the proximal phalanx.","C102322","METATARSOPHALANGEAL JOINT 2","Metatarsophalangeal Joint 2","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102322"
"4629","MTP3","A condyloid synovial joint within the third digit of the foot articulating metatarsal with the proximal phalanx.","C102323","METATARSOPHALANGEAL JOINT 3","Metatarsophalangeal Joint 3","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102323"
"4630","MTP4","A condyloid synovial joint within the fourth digit of the foot articulating metatarsal with the proximal phalanx.","C102324","METATARSOPHALANGEAL JOINT 4","Metatarsophalangeal Joint 4","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102324"
"4631","MTP5","A condyloid synovial joint within the fifth digit of the foot articulating metatarsal with the proximal phalanx.","C102325","METATARSOPHALANGEAL JOINT 5","Metatarsophalangeal Joint 5","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102325"
"4632","Metatarsophalangeal Joint","A spheroid joint located between the heads of the metatarsal bone and the base of the proximal phalanx of the toe. (NCI)","C33108","METATARSOPHALANGEAL JOINT","Metatarsophalangeal Joint","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33108"
"4633","MCIRC;MID-CIRCUMFLEX ARTERY SEGMENT","The segment of the left circumflex artery between the first and second marginal branches.","C102326","MID-CIRCUMFLEX ARTERY","Mid-Circumflex Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102326"
"4634","","Any lymph nodes located within close proximity to the middle third of the internal jugular vein, extending from the inferior border of the hyoid bone (superiorly) to the inferior border of the cricoid cartilage (inferiorly). The anterior (medial) boundary is the lateral border of the sternohyoid muscle, and the posterior (lateral) boundary is the posterior border of the sternocleidomastoid muscle. (AJCC 8th ed.)","C132511","MID-JUGULAR LYMPH NODE","Middle Jugular Lymph Node Group (Level III)","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C132511"
"4635","MID-LAD ARTERY SEGMENT;MLAD","The segment of the left anterior descending (LAD) artery between the first and third diagonal branches.","C102328","MID-LAD ARTERY","Mid-Left Anterior Descending Artery","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102328"
"4636","Mid-right Coronary Artery;MID-RIGHT CORONARY ARTERY CONDUIT SEGMENT;MRCA","The section of the right coronary artery between the right ventricular artery and the acute marginal artery.","C102329","MID-RIGHT CORONARY ARTERY CONDUIT","Mid-Right Coronary Artery Conduit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102329"
"4637","","All of the arterial branches distal to the proximal left anterior descending coronary artery.","C102327","MID/DISTAL LEFT ANTERIOR DESCENDING CORONARY ARTERY AND ALL DIAGONAL CORONARY BRANCHES","Mid-Distal Left Anterior Descending Coronary Artery and All Diagonal Coronary Branches","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C102327"
"4638","Mesencephalon","The portion of the brainstem between the pons and diencephalon.","C12510","MIDBRAIN","Mesencephalon","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12510"
"4639","","The part of the ear including the eardrum and ossicles.","C12274","MIDDLE EAR","Middle Ear","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12274"
"4640","","A ridge on the lateral surface of the frontal lobe, which lies between the superior and inferior frontal sulci, and rostral to the precentral gyrus.","C33118","MIDDLE FRONTAL GYRUS","Middle Frontal Gyrus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33118"
"4641","","The long bone in the second finger, as counted from the thenar side of the hand; it is located between, and articulates with, the proximal and distal phalanges.","C142297","MIDDLE PHALANX 2 OF THE HAND","Hand Digit 2 Middle Phalanx","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142297"
"4642","","The long bone in the third finger, as counted from the thenar side of the hand; it is located between, and articulates with, the proximal and distal phalanges.","C142298","MIDDLE PHALANX 3 OF THE HAND","Hand Digit 3 Middle Phalanx","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142298"
"4643","","The long bone in the fourth finger, as counted from the thenar side of the hand; it is located between, and articulates with, the proximal and distal phalanges.","C142299","MIDDLE PHALANX 4 OF THE HAND","Hand Digit 4 Middle Phalanx","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142299"
"4644","","The long bone in the fifth finger, as counted from the thenar side of the hand; it is located between, and articulates with, the proximal and distal phalanges.","C142300","MIDDLE PHALANX 5 OF THE HAND","Hand Digit 5 Middle Phalanx","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C142300"
"4645","","A ridge on the outer surface of the temporal lobe between the superior and middle temporal sulci. (NCI)","C33125","MIDDLE TEMPORAL GYRUS","Middle Temporal Gyrus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C33125"
"4646","","A fibrous membrane that attaches to, and provides support for, the mitral valve leaflets.","C127306","MITRAL VALVE ANNULUS","Mitral Valve Annulus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127306"
"4647","Left Atrioventricular Valve;Mitral Valve","A cardiac valve located between the left atrium and ventricle.","C12753","MITRAL VALVE","Mitral Valve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12753"
"4648","Mitral Valve, Anteroseptal Annulus","The portion of the mitral valve annulus that attaches to the anterior mitral valve leaflet.","C127668","MITRAL VALVE, ANTERIOR ANNULUS","Anterior Annulus of the Mitral Valve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127668"
"4649","","The cusp of the mitral valve that is anchored to the aortic-mitral curtain.","C127669","MITRAL VALVE, ANTERIOR CUSP","Anterior Cusp of the Mitral Valve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127669"
"4650","Mitral Valve, Posterolateral Annulus","The portion of the mitral valve annulus that attaches to the posterior mitral valve leaflet.","C127670","MITRAL VALVE, POSTERIOR ANNULUS","Posterior Annulus of the Mitral Valve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127670"
"4651","","The cusp of the mitral valve that is located posterior to the two commissures, and which has no attachment to the aortic root.","C127671","MITRAL VALVE, POSTERIOR CUSP","Posterior Cusp of the Mitral Valve","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C127671"
"4652","","A brain region that is located in the dorsal part of the precentral gyrus. (NCI)","C97339","MOTOR CORTEX","Primary Motor Cortex","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C97339"
"4653","","The lining of the fleshy folds surrounding the mouth. It is comprised of the epithelium, basement membrane, lamina propria mucosae, and lamina muscularis mucosae. (NCI)","C12226","MUCOSA OF THE LIP","Mucosa of the Lip","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12226"
"4654","Mucosa;Mucous Membrane","The moist, inner lining of some organs and body cavities (such as the nose, mouth, lungs, and stomach). Glands in the mucosa make mucus (a thick, slippery fluid).","C13166","MUCOSA","Mucosa","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13166"
"4655","","A fibrous soft tissue with the ability to contract to produce force and motion.","C13056","MUSCLE","Muscle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C13056"
"4656","","The system of muscles, tendons, ligaments, bones, joints and associated tissues.","C12754","MUSCULOSKELETAL SYSTEM","Musculoskeletal System","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12754"
"4657","Myometrium","The smooth muscle lining the uterus. (NCI)","C12314","MYOMETRIUM","Myometrium","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C12314"
"4658","","The integument under the nail plate.","C170605","NAIL BED","Nail Bed","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C74456-C170605"
