"id","alt_label","definition","identifier","notation","pref_label","uri"
"7950","","A unit of acceleration equal to one meter per unit of time equal to one second squared.","C42572","m/sec2","Meter per Second Squared","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42572"
"7951","Square Meter","The standard derived unit of area in the International System of Units (SI) equal to the area of a square whose sides are one meter long.","C42569","m2","Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42569"
"7952","Cubic Meter","A unit of volume or capacity equal to the volume of a cube with edges one meter in length. It is equal to 1,000 liters; 1,000 cubic decimeters; 10(E6) cubic centimeters; 25.3 cubic feet; 6.29 barrels.(NCI)","C42570","m3","Cubic Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C42570"
"7953","Minimum Alveolar Concentration 50%","A unit of potency for inhalational gases defined as the concentration of gas in the lung required to immobilize 50 percent of individuals in response to a stimulus, such as pain.","C139130","MAC50","Minimum Alveolar Concentration 50 Percent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C139130"
"7954","Milliampere","A unit of electric current equal to one thousandth of an ampere. (NCI)","C97343","mAmp","Milliampere","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C97343"
"7955","","A unit of enzymatic activity defined a one milli-Anson unit per unit volume equal to one milliliter.","C122211","mAnson U/mL","Milli-Anson Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122211"
"7956","Mask Dosing Unit","A dosing measurement based on the mask unit.","C170637","MASK","Mask Dosing Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C170637"
"7957","Mb;Mbp;Megabase Pair","A number representing one million paired nucleotides in a DNA or RNA sequence.","C176388","MBP","Megabase Pair","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176388"
"7958","Megabecquerel","A unit of radioactivity equal to one million nuclear disintegrations or other nuclear transformations per second, or to 1E6 Becquerels. (NCI)","C70512","MBq","Megabecquerel","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70512"
"7959","GBq/mL;Gigabecquerel per Milliliter;MBq/uL;Megabecquerel per Microliter","A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one million Becquerels per unit volume equal to one millionth of a liter, or defined as a concentration of a radionuclide with an activity equal to one billion Becquerels per unit volume equal to one thousandth of a liter.","C71169","MBq/uL","Megabecquerel per Microliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71169"
"7960","Millicurie","A unit of radioactivity equal to one thousandth of a Curie or 37 megabecquerels, and corresponding to a radioactivity of 37 millions of atomic disintegrations per second.(NCI)","C48511","mCi","Millicurie","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48511"
"7961","Microcurie per Gram;Millicurie per Kilogram;uCi/g","A unit of specific radioactivity (massic activity) equal to activity of one millicurie of the sample with total mass of one kilogram.(NCI)","C70570","mCi/kg","Millicurie per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70570"
"7962","Microcurie per Milliliter;Millicurie per Liter;uCi/mL","A unit of volumetric radioactivity concentration defined as a concentration of a radionuclide with an activity equal to one thousandth of a Curie per unit volume equal to one liter.(NCI)","C71174","mCi/L","Millicurie per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71174"
"7963","Median Fluorescence Intensity Unit;MFI","A unit of measure for the median fluorescence intensity.","C96687","MdFI","Median Fluorescence Intensity Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C96687"
"7964","Milliequivalent","A unit of relative amount of a substance equal to one thousandth of an equivalent weight.(NCI)","C48512","mEq","Milliequivalent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48512"
"7965","Milliequivalents per Day","A unit of relative amount of substance flow rate equivalent to the rate at which one thousandth of an equivalent of substance travels to a given object or space over a period of time equal to twenty four hours.(NCI)","C67471","mEq/day","Milliequivalent per 24 Hours","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67471"
"7966","Milliequivalent per Deciliter","A concentration unit measured as a number of milliequivalents of solute per deciliter of solution. (NCI)","C67473","mEq/dL","Milliequivalent per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67473"
"7967","Milliequivalent Per Gram","A unit of relative amount of substance content equivalent to the content at which one gram of mixture contains one thousandth of an equivalent of a component. The unit is also used as a dose calculation unit.(NCI)","C70580","mEq/g","Milliequivalent per Gram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70580"
"7968","Milliequivalents per Hour","A unit of relative amount of substance flow rate equivalent to the rate at which one thousandth of an equivalent of substance travels to a given object or space over a period of time equal to one hour. (NCI)","C67472","meq/h","Milliequivalent per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67472"
"7969","Milliequivalent Per Kilogram","A unit of relative amount of substance content equivalent to the content at which one kilogram of mixture contains one thousandth of an equivalent of a component. The unit is also used as a dose calculation unit.(NCI)","C67475","mEq/kg","Milliequivalent per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67475"
"7970","Milliequivalent Per Liter;Millivalent per Liter;mval/L","A concentration unit measured as a number of milliequivalents of solute per liter of solution.(NCI)","C67474","mEq/L","Milliequivalent per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67474"
"7971","Milliequivalent per Milliliter","A concentration unit expressed in milliequivalent(s) of solute per milliliter of solution. (NCI)","C73737","mEq/mL","Milliequivalent per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73737"
"7972","Milliequivalent per Millimole","A concentration unit measured as a number of one thousandth of an equivalent weight per millimole of substance. (NCI)","C92616","mEq/mmol","Milliequivalent per Millimole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C92616"
"7973","mEq/mcg;Milliequivalent Per Microgram","A unit of relative amount of substance content equivalent to the content at which one millionth of a gram of mixture contains one thousandth of an equivalent of a component. The unit is also used as a dose calculation unit.(NCI)","C70581","mEq/ug","Milliequivalent per Microgram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70581"
"7974","Milliequivalent Per Microliter","A concentration unit measured as a number of milliequivalents of solute per microliter of solution.(NCI)","C70578","mEq/uL","Milliequivalent per Microliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70578"
"7975","Molecules of Equivalent Soluble Fluorochromes","A unit of measure of the fluorescence intensity of a fluorochrome-labeled sample, which is equivalent to the fluorescence intensity of a solution containing an equivalent number of molecules of free fluorochrome in solution, under identical experimental conditions.","C96691","MESF","Molecule of Equivalent Soluble Fluorochrome","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C96691"
"7976","Metabolic Equivalent of Task","A unit of energy expenditure equal to the ratio of metabolic rate during physical activity versus a reference metabolic rate.","C127805","MET","Metabolic Equivalent of Task Unit","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C127805"
"7977","","A unit of energy expenditure equal to the number of metabolic equivalent of task units times the number of hours of performed activity.","C127806","MET*h","Metabolic Equivalent of Task Hours","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C127806"
"7978","","A unit of energy expenditure equal to the number of metabolic equivalent of task units times the number of minutes of performed activity.","C127807","MET*min","Metabolic Equivalent of Task Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C127807"
"7979","10^6 Electronvolts;10^6 eV;Megaelectronvolt","A unit of energy equal to 1,000,000 electronvolts, or (approximately) 1,602 177 x 10-13 joule.","C152057","MeV","Megaelectronvolt","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C152057"
"7980","Milligram","A unit of mass equal to one thousandth (1E-3) of a gram.","C28253","mg","Milligram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C28253"
"7981","Milligram per Animal","A unit of measure expressed in milligram(s) per animal.","C73738","mg/animal","Milligram per Animal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73738"
"7982","","A unit of measure expressed in milligram(s) per inspiration or expiration of breath.","C184723","mg/breath","Milligram Per Breath","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C184723"
"7983","","A unit of area density defined as a spread rate at which one milligram of a substance is spread over the area of one square centimeter. The unit is also used as a dose calculation unit.","C124456","mg/cm2","Milligram per Squared Centimeter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124456"
"7984","","A unit of mass flow rate equal to one milligram per day.","C67399","mg/day","Milligram per 24 Hours","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67399"
"7985","mg%;Milligram per Deciliter","A unit of mass concentration defined as the concentration of one milligram of a substance in unit volume of the mixture equal to one cubic deciliter or 100 cubic centimeters. It is also a unit of mass density (volumic mass) defined as the density of substance which mass equal to one milligram occupies the volume one cubic deciliter or 100 cubic centimeters.(NCI)","C67015","mg/dL","Milligram per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67015"
"7986","","A unit of measure expressed in milligram(s) per dose.","C124457","mg/dose","Milligram per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124457"
"7987","Milligram per Gram per Hour","A dose calculation unit expressed in milligram(s) per gram per period of time equal to sixty minutes. (NCI)","C73740","mg/g/h","Milligram per Gram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73740"
"7988","Milligram per Gram per Minute","A dose calculation unit expressed in milligram(s) per gram per period of time equal to sixty seconds. (NCI)","C73741","mg/g/min","Milligram per Gram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73741"
"7989","","A unit of mass flow rate equal to one milligram per hour.","C66969","mg/h","Milligram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C66969"
"7990","Milligram per Kilogram;Nanogram per Milligram;ng/mg;ug/g","Milligrams (weight), divided by kilograms (weight) or nanograms (weight) per milligrams (weight).","C67401","mg/kg","Milligram per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67401"
"7991","Milligram per Kilogram per Day","A dose calculation unit expressed in milligram(s) per kilogram per period of time equal to twenty-four hours. (NCI)","C66976","mg/kg/day","Milligram per Kilogram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C66976"
"7992","","A dose calculation unit expressed in milligram(s) per kilogram per single dose.","C124458","mg/kg/dose","Milligram per Kilogram per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124458"
"7993","Milligram per Kilogram per Hour","A dose calculation unit equal to one thousandth of a gram of a preparation per one kilogram of body mass administered per unit of time equal to one hour.(NCI)","C71362","mg/kg/h","Milligram per Kilogram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71362"
"7994","Milligram per Kilogram per Minute","A dose calculation unit equal to one thousandth of a gram of a preparation per one kilogram of body mass administered per unit of time equal to one minute.(NCI)","C71207","mg/kg/min","Milligram per Kilogram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71207"
"7995","Milligram per Kilogram per Week","A dose calculation unit expressed in milligram(s) per kilogram per period of time equal to seven days. (NCI)","C161486","mg/kg/week","Milligram Per Kilogram Per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C161486"
"7996","FEU mg/L;mg FEU/L;mg-L-FEU","A unit of equivalent concentration equal to the number of milligrams of fibrinogen per unit volume equal to one liter.","C158291","mg/L FEU","Milligram per Liter Fibrinogen Equivalent Units","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C158291"
"7997","g/m3;Gram per Cubic Meter;mcg/mL;mg/L;Microgram per Milliliter;Milligram per Liter;ng/uL;ug/mL","A unit of concentration or mass density equal to one microgram of substance per milliliter of solution or one milligram of substance per liter of solution.","C64572","mg/L","Microgram per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C64572"
"7998","Milligram per Square Meter","A unit of area density equal to approximately 2.94935E-5 ounce per square yard. Also used as a dose calculation unit.(NCI)","C67402","mg/m2","Milligram per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67402"
"7999","Milligram per Square Meter per Day","A dose calculation unit expressed in milligram(s) per square meter per period of time equal to twenty-four hours. (NCI)","C66974","mg/m2/day","Milligram per Square Meter per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C66974"
"8000","Milligram per Square Meter per Hour","A dose calculation unit expressed in milligram(s) per square meter per period of time equal to sixty minutes. (NCI)","C73743","mg/m2/h","Milligram per Square Meter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73743"
"8001","Milligram per Square Meter per Minute","A dose calculation unit expressed in milligram(s) per square meter per period of time equal to sixty seconds. (NCI)","C73744","mg/m2/min","Milligram per Square Meter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73744"
"8002","Milligram per Square Meter per Week","A dose calculation unit expressed in milligram(s) per square meter per period of time equal to seven days.","C88148","mg/m2/wk","Milligram per Square Meter per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C88148"
"8003","","A unit of mass flow rate equal to one milligram per minute.","C73742","mg/min","Milligram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73742"
"8004","g/L/24 Hours;g/L/day;mg/mL/24 Hours","A dose calculation unit expressed in milligrams per milliliter per day.","C176378","mg/mL/day","Gram per Liter per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176378"
"8005","Milligram per Milliliter per Minute","A unit expressed in milligrams per milliliter per period of time equal to sixty seconds.","C67403","mg/mL/min","Milligram per Milliliter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67403"
"8006","ug/mmol","A unit of mass commonly used to express the molar mass of a substance in milligram(s) per mole.","C120843","mg/mol","Milligram per Mole","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C120843"
"8007","Milligram per Week","A unit of mass flow rate equal to one milligram per week or a dose administration rate unit equal to the rate at which a milligram of a product is delivered or administered over the time period of one week.","C67404","mg/wk","Milligram per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67404"
"8008","","A unit of mass concentration defined as one square milligram of a substance in unit volume of the mixture equal to one square deciliter.","C122212","mg2/dL2","Square Milligram per Square Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C122212"
"8009","Milligram Equivalent","A unit of relative amount of substance equal to one thousandth of a gram of an equivalent weight.","C156468","mgEq","Milligram Equivalent","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C156468"
"8010","Megahertz","The SI derived unit of frequency; equal to one million oscillations per second or to 1E6 hertz. (NCI)","C67314","MHz","Megahertz","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67314"
"8011","International Mile","A unit of distance equal to 5280 international feet, 1760 international yards, or 1609.344 meters.(NCI)","C71183","Mile","Mile","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C71183"
"8012","Minute","A unit of measurement of time equal to 60 seconds.","C48154","min","Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C48154"
"8013","","Minutes times milligrams per milliliter (area under the curve).","C85729","min*mg/mL","Minute Times Milligram per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C85729"
"8014","Minutes per Day","A unit of measurement equal to the number of minutes within a period of time equal to one day.","C176381","min/day","Minute per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C176381"
"8015","mcIU/mL;Micro-International Unit per milliliter;mIE/L;mIU/L;uIU/mL","A unit of concentration (biologic activity) equal to one micro-international unit of substance per milliliter of solution or one milli-international unit of substance per liter of solution.","C67405","mIU/L","Microinternational Unit per Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67405"
"8016","Milli-International Unit per Square Meter","A unit expressed as a number of milli-international units per one square meter of a body surface area.","C67409","mIU/m2","Milliinternational Unit per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67409"
"8017","","A unit of radiant exposure defined as a unit of energy equal to one millijoule applied to a unit of area equal to one square centimeter.","C116241","mJoule/cm2","Millijoules per Square Centimeter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C116241"
"8018","Millikatal","A unit of catalytic activity measurement equal to one thousandth of one katal (1E-3 katal). (NCI)","C70507","mkat","Millikatal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C70507"
"8019","cm3;Milliliter","A unit of volume equal to one thousandth (1E-3) of a liter.","C28254","mL","Milliliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C28254"
"8020","","A unit of volume defined as milliliters times centimeter of water.","C135521","mL*cmH2O","Milliliter Times Centimeter of Water","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C135521"
"8021","","A unit of flow rate expressed as the number of milliliters, divided by the number of minutes times a unit of volume equal to 100 milliliters.","C130191","mL/(min*100mL)","Milliliter Per Minute Times One Hundred Milliliters","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C130191"
"8022","","A unit of flow rate expressed as the number of milliliters per 100g of material (e.g., tissue) per minute.","C154855","mL/100g/min","Milliliter per 100 Grams per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C154855"
"8023","Milliliter per Animal","A unit of measure expressed in milliliter(s) per animal.","C73746","mL/animal","Milliliter per Animal","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73746"
"8024","Milliliter per Animal per Day","A unit of measure expressed in milliliter(s) per animal per period of time equal to twenty-four hours.","C73747","mL/animal/day","Milliliter per Animal per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73747"
"8025","Milliliter per Animal per Week","A unit of measure expressed in milliliter(s) per animal per period of time equal to seven days.","C73748","mL/animal/wk","Milliliter per Animal per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73748"
"8026","","A unit of measure expressed in milliliter(s) per heart beat.","C127808","mL/beat","Milliliter per Heartbeat","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C127808"
"8027","Milliliter per Breath","A unit of measure expressed in milliliter(s) per inspiration or expiration of breath.","C73749","mL/breath","Milliliter per Breath","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73749"
"8028","Milliliter per Cage","A unit of measure expressed in milliliter(s) per cage.","C73750","mL/cage","Milliliter per Cage","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73750"
"8029","Milliliter per Cage per Day","A unit of measure expressed in milliliter(s) per cage per period of time equal to twenty-four hours.","C73751","mL/cage/day","Milliliter per Cage per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73751"
"8030","Milliliter per Cage per Week","A unit of measure expressed in milliliter(s) per cage expressed per period of time equal to seven days.","C73752","mL/cage/wk","Milliliter per Cage per Week","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73752"
"8031","","A unit of pressure expressed in milliliter(s) per centimeter of water. (NCI)","C98755","mL/cm H2O","Milliliter per Centimeter of Water","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C98755"
"8032","dL/m;Milliliter per Centimeter","A unit of measure equal to the number of milliliters per unit of length equal to one centimeter. (NCI)","C105503","mL/cm","Milliliter per Centimeter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105503"
"8033","mL/mL/min","A unit of flow rate equal to one milliliter per cubic centimeter per unit of time equal to one minute.","C163564","mL/cm3/min","Milliliter per Cubic Centimeter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C163564"
"8034","mL/24h","A unit of flow rate equal to one milliliter per day.","C67410","mL/day","Milliliter per 24 Hours","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67410"
"8035","Milliliters per Deciliter","A unit of volume concentration equal to the number of milliliters per unit of volume equal to one deciliter.","C105504","mL/dL","Milliliter per Deciliter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105504"
"8036","","A unit of measure expressed in milliliter(s) per dose.","C124459","mL/dose","Milliliter per Dose","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C124459"
"8037","(L/day)/kg;(mL/day)/g;mL/g/day","Milliliters per gram per day or liters per day (flow rate), divided by kilograms (weight) or milliliters per day (flow rate), divided by grams (weight).","C73755","mL/g/day","Milliliter per Gram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73755"
"8038","(L/h)/kg;(mL/h)/g;mL/g/h","Milliliters per gram per hour or liters per hour (flow rate), divided by kilograms (weight) or milliliters per hour (flow rate), divided by grams (weight).","C73756","mL/g/h","Milliliter per Gram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73756"
"8039","(L/min)/kg;(mL/min)/g;mL/g/min","Milliliters per gram per minute or liters per minute (flow rate), divided by kilograms (weight) or milliliters per minute (flow rate), divided by grams (weight).","C73757","mL/g/min","Milliliter per Gram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73757"
"8040","cc/hr;cm3/h","A unit of flow rate equal to one milliliter per hour.","C66962","mL/h","Milliliter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C66962"
"8041","","Milliliters (volume) divided by kilograms (weight).","C67411","mL/kg","Milliliter per Kilogram","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67411"
"8042","(mL/day)/kg;mL/kg/day","Milliliters per kilogram per day or milliliters per day (flow rate), divided by kilograms (weight).","C73758","mL/kg/day","Milliliter per Kilogram per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73758"
"8043","(mL/h)/kg;mL/kg/h","Milliliters per kilogram per hour or milliliters per hour (flow rate), divided by kilograms (weight).","C73759","mL/kg/h","Milliliter per Kilogram per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73759"
"8044","(mL/min)/kg;mL/kg/min","Milliliters per kilogram per minute or milliliters per minute (flow rate), divided by kilograms (weight).","C73760","mL/kg/min","Milliliter per Kilogram per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73760"
"8045","","Milliliters (volume) divided by meters squared (surface area).","C73761","mL/m2","Milliliter per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73761"
"8046","Milliliter per Square Meter per Day","A dose calculation unit expressed in milliliter(s) per square meter per period of time equal to twenty-four hours. (NCI)","C66977","mL/m2/day","Milliliter per Square Meter per Day","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C66977"
"8047","Milliliter per Square Meter per Hour","A dose calculation unit expressed in milliliter(s) per square meter per period of time equal to sixty minutes. (NCI)","C73762","mL/m2/h","Milliliter per Square Meter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73762"
"8048","Milliliter per Square Meter per Minute;mL/min/m2","A dose calculation unit expressed in milliliter(s) per square meter per period of time equal to sixty seconds. (NCI)","C73763","mL/m2/min","Milliliter per Square Meter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C73763"
"8049","","A unit of flow rate equal to one milliliter per minute.","C64777","mL/min","Milliliter per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C64777"
"8050","","A metric unit of volumetric flow rate defined as the rate at which one milliliter of matter travels during the period of time equal to one minute per 1.73 meters squared of body surface area.","C67412","mL/min/1.73m2","Milliliter per Minute per 1.73 m2 of Body Surface Area","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67412"
"8051","Milliliter per Minute per Torr","A unit of measure equal to the number of milliliters per unit of time equal to one minute per unit of pressure equal to one milliter of mercury (mmHg).","C67417","mL/min/mmHg","Milliliter per Minute per Millimeters of Mercury","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67417"
"8052","Milliliters per Millimeter of Mercury","A unit equal to the volume in milliliters per one millimeter rise of mercury in a barometer at the Earth's surface. (NCI)","C106542","mL/mmHg","Milliliters Per Millimeter of Mercury","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C106542"
"8053","","A unit of gas diffusion capacity equal to one milliliter per millimeter of mercury per minute per liter of volume.","C67418","mL/mmHg/min/L","Milliliter per Minute per Millimeters of Mercury per Liter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67418"
"8054","mL/sec","Milliliters per second.","C69073","mL/s","Milliliter per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C69073"
"8055","mL/sec/m2","A metric unit of volumetric flow rate defined as the rate at which one milliliter of matter travels during the period of time equal to one second per meter squared.","C166100","mL/s/m2","Milliliter Per Second Per Square Meter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C166100"
"8056","","A metric unit of volumetric flow rate defined as the rate at which one milliliter of matter travels during the period of time equal to one second per 1.73 meters squared of body surface area.","C105505","mL/sec/1.73m2","Milliliter Per Second Per 1.73 Meter Squared","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105505"
"8057","Millimeter","A unit of measure equal to one thousandth of a meter. (NCI)","C28251","mm","Millimeter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C28251"
"8058","Millimeters per Two Hours","A unit of both speed (scalar) and velocity (vector), defined as the distance of one centimeter travelled per unit time equal to two hours. (NCI)","C105509","mm/2h","Millimeter per Two Hours","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105509"
"8059","Millimeter per Hour","A unit of both speed (scalar) and velocity (vector), defined as the distance of one millimeter travels per unit time equal to one hour.(NCI)","C67419","mm/h","Millimeter per Hour","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C67419"
"8060","Millimeters per Minute","A unit of both speed (scalar) and velocity (vector), defined as the distance of one millimeter travelled per unit time equal to one minute. (NCI)","C105507","mm/min","Millimeter Per Minute","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105507"
"8061","Millimeters per Second","A unit of both speed (scalar) and velocity (vector), defined as the distance of one millimeter travelled per unit time equal to one second. (NCI)","C105508","mm/sec","Millimeter Per Second","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C105508"
"8062","Square Millimeter","A unit of area measurement equal to a square measuring one millimeter on each side. One square millimeter is equal to 10(E-2) square centimeter and 10(E-6) square meter.(NCI)","C65104","mm2","Square Millimeter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C65104"
"8063","","A unit defined as the volume, in cubic millimeters, per area equal to one square millimeter per unit of time equal to one year.","C126080","mm3/mm2/year","Cubic Millimeter per Square Millimeter per Year","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C126080"
"8064","Millimeters of Aluminum Equivalents","A unit defined as the thickness, in millimeters, of aluminum that has the equivalent degree of attenuation, under specified conditions, as the material that is the target of the procedure.","C150898","mmAL","Millimeters of Aluminum Equivalents","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C71620-C150898"
